Year,Economy,Economy Label,Category,Category Label,Productive Capacities Index,Productive Capacities Index Footnote,Productive Capacities Index Missing value
2013,316,Guam,40,Institutions,70.7412,,
2013,316,Guam,80,Private sector,83.4435,All indicators in the category have been imputed.,
2013,316,Guam,10,Structural Change,51.8409,At least half of the indicators in the category have been imputed.,
2013,320,Guatemala,0,Overall index: Productive capacities index,36.3454,,
2013,320,Guatemala,30,Human capital,33.4726,,
2013,320,Guatemala,50,Natural capital,39.7951,,
2013,320,Guatemala,20,Energy,44.3096,,
2013,320,Guatemala,70,Transport,13.5804,,
2013,320,Guatemala,60,Information and Communication Technology (ICT),39.3264,,
2013,320,Guatemala,40,Institutions,41.0861,,
2013,320,Guatemala,80,Private sector,45.162,,
2013,320,Guatemala,10,Structural Change,52.061,,
2013,324,Guinea,0,Overall index: Productive capacities index,27.1731,,
2013,324,Guinea,30,Human capital,18.1977,,
2013,324,Guinea,50,Natural capital,61.9904,,
2013,324,Guinea,20,Energy,17.6022,At least half of the indicators in the category have been imputed.,
2013,324,Guinea,70,Transport,29.9423,All indicators in the category have been imputed.,
2013,324,Guinea,60,Information and Communication Technology (ICT),12.983,,
2013,324,Guinea,40,Institutions,29.4587,,
2013,324,Guinea,80,Private sector,30.6726,At least half of the indicators in the category have been imputed.,
2013,324,Guinea,10,Structural Change,42.6173,,
2013,624,Guinea-Bissau,0,Overall index: Productive capacities index,20.5106,,
2013,624,Guinea-Bissau,30,Human capital,24.2209,,
2013,624,Guinea-Bissau,50,Natural capital,52.0771,,
2013,624,Guinea-Bissau,20,Energy,10.835,At least half of the indicators in the category have been imputed.,
2013,624,Guinea-Bissau,70,Transport,50.2873,All indicators in the category have been imputed.,
2013,624,Guinea-Bissau,60,Information and Communication Technology (ICT),12.0427,,
2013,624,Guinea-Bissau,40,Institutions,25.2511,,
2013,624,Guinea-Bissau,80,Private sector,43.7256,,
2013,624,Guinea-Bissau,10,Structural Change,3.4273,,
2013,328,Guyana,0,Overall index: Productive capacities index,35.8212,,
2013,328,Guyana,30,Human capital,32.7253,,
2013,328,Guyana,50,Natural capital,40.2249,,
2013,328,Guyana,20,Energy,47.7934,,
2013,328,Guyana,70,Transport,16.2768,,
2013,328,Guyana,60,Information and Communication Technology (ICT),38.2547,,
2013,328,Guyana,40,Institutions,46.6516,,
2013,328,Guyana,80,Private sector,42.6697,,
2013,328,Guyana,10,Structural Change,34.764,,
2013,332,Haiti,0,Overall index: Productive capacities index,23.4883,,
2013,332,Haiti,30,Human capital,25.1136,,
2013,332,Haiti,50,Natural capital,43.0289,,
2013,332,Haiti,20,Energy,12.8324,,
2013,332,Haiti,70,Transport,9.8357,All indicators in the category have been imputed.,
2013,332,Haiti,60,Information and Communication Technology (ICT),17.793,,
2013,332,Haiti,40,Institutions,31.1603,,
2013,332,Haiti,80,Private sector,35.7355,,
2013,332,Haiti,10,Structural Change,34.2835,,
2013,340,Honduras,0,Overall index: Productive capacities index,37.5033,,
2013,340,Honduras,30,Human capital,35.3576,,
2013,340,Honduras,50,Natural capital,35.7198,,
2013,340,Honduras,20,Energy,36.2241,,
2013,340,Honduras,70,Transport,30.9081,,
2013,340,Honduras,60,Information and Communication Technology (ICT),29.9502,,
2013,340,Honduras,40,Institutions,40.3433,,
2013,340,Honduras,80,Private sector,42.5606,,
2013,340,Honduras,10,Structural Change,53.8171,,
2013,348,Hungary,0,Overall index: Productive capacities index,56.7697,,
2013,348,Hungary,30,Human capital,61.3354,,
2013,348,Hungary,50,Natural capital,35.0049,,
2013,348,Hungary,20,Energy,63.5231,,
2013,348,Hungary,70,Transport,45.2615,,
2013,348,Hungary,60,Information and Communication Technology (ICT),62.1808,,
2013,348,Hungary,40,Institutions,70.6096,,
2013,348,Hungary,80,Private sector,55.9733,,
2013,348,Hungary,10,Structural Change,71.1104,,
2013,352,Iceland,0,Overall index: Productive capacities index,62.6506,,
2013,352,Iceland,30,Human capital,78.04,,
2013,352,Iceland,50,Natural capital,23.8246,,
2013,352,Iceland,20,Energy,75.3442,,
2013,352,Iceland,70,Transport,77.3696,,
2013,352,Iceland,60,Information and Communication Technology (ICT),76.0215,,
2013,352,Iceland,40,Institutions,89.3912,,
2013,352,Iceland,80,Private sector,70.997,,
2013,352,Iceland,10,Structural Change,45.3907,,
2013,356,India,0,Overall index: Productive capacities index,41.466,,
2013,356,India,30,Human capital,35.7468,,
2013,356,India,50,Natural capital,47.8449,,
2013,356,India,20,Energy,40.286,,
2013,356,India,70,Transport,29.9811,,
2013,356,India,60,Information and Communication Technology (ICT),24.0158,,
2013,356,India,40,Institutions,48.2002,,
2013,356,India,80,Private sector,49.9336,,
2013,356,India,10,Structural Change,73.2024,,
2013,360,Indonesia,0,Overall index: Productive capacities index,43.8565,,
2013,360,Indonesia,30,Human capital,34.5248,,
2013,360,Indonesia,50,Natural capital,38.0013,,
2013,360,Indonesia,20,Energy,54.7493,,
2013,360,Indonesia,70,Transport,35.86,,
2013,360,Indonesia,60,Information and Communication Technology (ICT),34.4465,,
2013,360,Indonesia,40,Institutions,47.7571,,
2013,360,Indonesia,80,Private sector,46.6403,,
2013,360,Indonesia,10,Structural Change,69.2481,,
2013,960,Indonesia (...2002),0,Overall index: Productive capacities index,,,Not applicable
2013,960,Indonesia (...2002),30,Human capital,,,Not applicable
2013,960,Indonesia (...2002),50,Natural capital,,,Not applicable
2013,960,Indonesia (...2002),20,Energy,,,Not applicable
2013,960,Indonesia (...2002),70,Transport,,,Not applicable
2013,960,Indonesia (...2002),60,Information and Communication Technology (ICT),,,Not applicable
2013,960,Indonesia (...2002),40,Institutions,,,Not applicable
2013,960,Indonesia (...2002),80,Private sector,,,Not applicable
2013,960,Indonesia (...2002),10,Structural Change,,,Not applicable
2013,364,Iran (Islamic Republic of),0,Overall index: Productive capacities index,44.4744,,
2013,364,Iran (Islamic Republic of),30,Human capital,46.3626,,
2013,364,Iran (Islamic Republic of),50,Natural capital,46.7933,,
2013,364,Iran (Islamic Republic of),20,Energy,65.8457,,
2013,364,Iran (Islamic Republic of),70,Transport,36.4307,,
2013,364,Iran (Islamic Republic of),60,Information and Communication Technology (ICT),40.9228,,
2013,364,Iran (Islamic Republic of),40,Institutions,30.3849,,
2013,364,Iran (Islamic Republic of),80,Private sector,43.618,,
2013,364,Iran (Islamic Republic of),10,Structural Change,54.2307,,
2013,368,Iraq,0,Overall index: Productive capacities index,32.9148,,
2013,368,Iraq,30,Human capital,27.1812,,
2013,368,Iraq,50,Natural capital,47.3874,,
2013,368,Iraq,20,Energy,53.5201,,
2013,368,Iraq,70,Transport,22.058,,
2013,368,Iraq,60,Information and Communication Technology (ICT),27.3957,,
2013,368,Iraq,40,Institutions,24.9857,,
2013,368,Iraq,80,Private sector,30.5561,At least half of the indicators in the category have been imputed.,
2013,368,Iraq,10,Structural Change,43.3158,,
2013,372,Ireland,0,Overall index: Productive capacities index,64.0301,,
2013,372,Ireland,30,Human capital,74.6444,,
2013,372,Ireland,50,Natural capital,28.2357,,
2013,372,Ireland,20,Energy,77.2082,,
2013,372,Ireland,70,Transport,71.1922,,
2013,372,Ireland,60,Information and Communication Technology (ICT),66.4818,,
2013,372,Ireland,40,Institutions,88.6325,,
2013,372,Ireland,80,Private sector,65.5397,,
2013,372,Ireland,10,Structural Change,63.1513,,
2013,376,Israel,0,Overall index: Productive capacities index,58.5473,,
2013,376,Israel,30,Human capital,77.2063,,
2013,376,Israel,50,Natural capital,22.9539,,
2013,376,Israel,20,Energy,78.2003,,
2013,376,Israel,70,Transport,51.1741,,
2013,376,Israel,60,Information and Communication Technology (ICT),65.211,,
2013,376,Israel,40,Institutions,70.9326,,
2013,376,Israel,80,Private sector,67.4071,,
2013,376,Israel,10,Structural Change,62.4332,,
2013,380,Italy,0,Overall index: Productive capacities index,56.8466,,
2013,380,Italy,30,Human capital,63.8824,,
2013,380,Italy,50,Natural capital,21.9528,,
2013,380,Italy,20,Energy,71.1578,,
2013,380,Italy,70,Transport,43.7074,,
2013,380,Italy,60,Information and Communication Technology (ICT),63.8201,,
2013,380,Italy,40,Institutions,67.8099,,
2013,380,Italy,80,Private sector,64.6324,,
2013,380,Italy,10,Structural Change,89.3897,,
2013,388,Jamaica,0,Overall index: Productive capacities index,40.9353,,
2013,388,Jamaica,30,Human capital,44.1663,,
2013,388,Jamaica,50,Natural capital,35.7736,,
2013,388,Jamaica,20,Energy,49.9836,,
2013,388,Jamaica,70,Transport,21.2605,,
2013,388,Jamaica,60,Information and Communication Technology (ICT),41.7594,,
2013,388,Jamaica,40,Institutions,56.6711,,
2013,388,Jamaica,80,Private sector,40.9666,,
2013,388,Jamaica,10,Structural Change,48.4376,,
2013,392,Japan,0,Overall index: Productive capacities index,58.4648,,
2013,392,Japan,30,Human capital,82.0194,,
2013,392,Japan,50,Natural capital,8.4646,,
2013,392,Japan,20,Energy,77.9816,,
2013,392,Japan,70,Transport,52.0084,,
2013,392,Japan,60,Information and Communication Technology (ICT),69.3571,,
2013,392,Japan,40,Institutions,85.834,,
2013,392,Japan,80,Private sector,92.9456,,
2013,392,Japan,10,Structural Change,87.6168,,
2013,400,Jordan,0,Overall index: Productive capacities index,48.2597,,
2013,400,Jordan,30,Human capital,40.9831,,
2013,400,Jordan,50,Natural capital,36.8861,,
2013,400,Jordan,20,Energy,61.7166,,
2013,400,Jordan,70,Transport,46.1195,,
2013,400,Jordan,60,Information and Communication Technology (ICT),41.8804,,
2013,400,Jordan,40,Institutions,53.0285,,
2013,400,Jordan,80,Private sector,51.3727,,
2013,400,Jordan,10,Structural Change,59.9334,,
2013,398,Kazakhstan,0,Overall index: Productive capacities index,49.1743,,
2013,398,Kazakhstan,30,Human capital,38.1226,,
2013,398,Kazakhstan,50,Natural capital,63.8255,,
2013,398,Kazakhstan,20,Energy,70.494,,
2013,398,Kazakhstan,70,Transport,44.509,,
2013,398,Kazakhstan,60,Information and Communication Technology (ICT),56.1012,,
2013,398,Kazakhstan,40,Institutions,39.3604,,
2013,398,Kazakhstan,80,Private sector,42.4351,At least half of the indicators in the category have been imputed.,
2013,398,Kazakhstan,10,Structural Change,47.7938,,
2013,404,Kenya,0,Overall index: Productive capacities index,34.4722,,
2013,404,Kenya,30,Human capital,30.2765,,
2013,404,Kenya,50,Natural capital,47.6445,,
2013,404,Kenya,20,Energy,23.7401,,
2013,404,Kenya,70,Transport,35.7024,,
2013,404,Kenya,60,Information and Communication Technology (ICT),21.3819,,
2013,404,Kenya,40,Institutions,40.7591,,
2013,404,Kenya,80,Private sector,38.9094,,
2013,404,Kenya,10,Structural Change,48.0976,,
2013,296,Kiribati,0,Overall index: Productive capacities index,42.4862,,
2013,296,Kiribati,30,Human capital,32.9328,,
2013,296,Kiribati,50,Natural capital,45.716,,
2013,296,Kiribati,20,Energy,49.1733,At least half of the indicators in the category have been imputed.,
2013,296,Kiribati,70,Transport,55.2749,All indicators in the category have been imputed.,
2013,296,Kiribati,60,Information and Communication Technology (ICT),20.7956,,
2013,296,Kiribati,40,Institutions,55.3445,,
2013,296,Kiribati,80,Private sector,48.2131,All indicators in the category have been imputed.,
2013,296,Kiribati,10,Structural Change,46.754,,
2013,410,"Korea, Republic of",0,Overall index: Productive capacities index,60.9421,,
2013,410,"Korea, Republic of",30,Human capital,86.9618,,
2013,410,"Korea, Republic of",50,Natural capital,13.5685,,
2013,410,"Korea, Republic of",20,Energy,80.9344,,
2013,410,"Korea, Republic of",70,Transport,52.9011,,
2013,410,"Korea, Republic of",60,Information and Communication Technology (ICT),69.3425,,
2013,410,"Korea, Republic of",40,Institutions,72.9017,,
2013,410,"Korea, Republic of",80,Private sector,92.3466,,
2013,410,"Korea, Republic of",10,Structural Change,80.6721,,
2013,414,Kuwait,0,Overall index: Productive capacities index,53.8351,,
2013,414,Kuwait,30,Human capital,42.601,,
2013,414,Kuwait,50,Natural capital,49.8735,,
2013,414,Kuwait,20,Energy,76.2099,,
2013,414,Kuwait,70,Transport,55.337,,
2013,414,Kuwait,60,Information and Communication Technology (ICT),52.9092,,
2013,414,Kuwait,40,Institutions,53.9104,,
2013,414,Kuwait,80,Private sector,64.2011,At least half of the indicators in the category have been imputed.,
2013,414,Kuwait,10,Structural Change,42.9996,,
2013,417,Kyrgyzstan,0,Overall index: Productive capacities index,40.7481,,
2013,417,Kyrgyzstan,30,Human capital,40.6354,,
2013,417,Kyrgyzstan,50,Natural capital,56.7163,,
2013,417,Kyrgyzstan,20,Energy,45.1618,,
2013,417,Kyrgyzstan,70,Transport,32.6283,,
2013,417,Kyrgyzstan,60,Information and Communication Technology (ICT),35.2935,,
2013,417,Kyrgyzstan,40,Institutions,37.6977,,
2013,417,Kyrgyzstan,80,Private sector,32.1371,,
2013,417,Kyrgyzstan,10,Structural Change,52.3439,,
2013,418,Lao People's Dem. Rep.,0,Overall index: Productive capacities index,36.6639,,
2013,418,Lao People's Dem. Rep.,30,Human capital,27.8619,,
2013,418,Lao People's Dem. Rep.,50,Natural capital,41.437,,
2013,418,Lao People's Dem. Rep.,20,Energy,46.8339,,
2013,418,Lao People's Dem. Rep.,70,Transport,37.1777,,
2013,418,Lao People's Dem. Rep.,60,Information and Communication Technology (ICT),25.0994,,
2013,418,Lao People's Dem. Rep.,40,Institutions,36.8281,,
2013,418,Lao People's Dem. Rep.,80,Private sector,33.4797,At least half of the indicators in the category have been imputed.,
2013,418,Lao People's Dem. Rep.,10,Structural Change,52.4862,,
2013,428,Latvia,0,Overall index: Productive capacities index,56.3167,,
2013,428,Latvia,30,Human capital,53.102,,
2013,428,Latvia,50,Natural capital,29.6732,,
2013,428,Latvia,20,Energy,61.8013,,
2013,428,Latvia,70,Transport,57.6041,,
2013,428,Latvia,60,Information and Communication Technology (ICT),61.8013,,
2013,428,Latvia,40,Institutions,72.1627,,
2013,428,Latvia,80,Private sector,57.5636,,
2013,428,Latvia,10,Structural Change,70.2606,,
2013,422,Lebanon,0,Overall index: Productive capacities index,47.9407,,
2013,422,Lebanon,30,Human capital,44.7921,,
2013,422,Lebanon,50,Natural capital,31.9962,,
2013,422,Lebanon,20,Energy,64.8845,,
2013,422,Lebanon,70,Transport,45.7175,,
2013,422,Lebanon,60,Information and Communication Technology (ICT),46.0753,,
2013,422,Lebanon,40,Institutions,40.3,,
2013,422,Lebanon,80,Private sector,51.358,,
2013,422,Lebanon,10,Structural Change,68.8223,,
2013,426,Lesotho,0,Overall index: Productive capacities index,39.2015,,
2013,426,Lesotho,30,Human capital,26.6265,,
2013,426,Lesotho,50,Natural capital,60.354,,
2013,426,Lesotho,20,Energy,23.49,At least half of the indicators in the category have been imputed.,
2013,426,Lesotho,70,Transport,49.0663,All indicators in the category have been imputed.,
2013,426,Lesotho,60,Information and Communication Technology (ICT),22.9062,,
2013,426,Lesotho,40,Institutions,54.1594,,
2013,426,Lesotho,80,Private sector,38.9076,,
2013,426,Lesotho,10,Structural Change,62.3833,,
2013,430,Liberia,0,Overall index: Productive capacities index,27.8922,,
2013,430,Liberia,30,Human capital,27.459,,
2013,430,Liberia,50,Natural capital,48.3441,,
2013,430,Liberia,20,Energy,7.8822,At least half of the indicators in the category have been imputed.,
2013,430,Liberia,70,Transport,37.9992,All indicators in the category have been imputed.,
2013,430,Liberia,60,Information and Communication Technology (ICT),12.3102,,
2013,430,Liberia,40,Institutions,37.221,,
2013,430,Liberia,80,Private sector,36.1728,At least half of the indicators in the category have been imputed.,
2013,430,Liberia,10,Structural Change,55.5885,,
2013,434,Libya,0,Overall index: Productive capacities index,42.1381,,
2013,434,Libya,30,Human capital,42.305,At least half of the indicators in the category have been imputed.,
2013,434,Libya,50,Natural capital,50.9173,,
2013,434,Libya,20,Energy,58.5941,,
2013,434,Libya,70,Transport,45.8403,,
2013,434,Libya,60,Information and Communication Technology (ICT),38.6721,,
2013,434,Libya,40,Institutions,23.1171,,
2013,434,Libya,80,Private sector,45.5977,At least half of the indicators in the category have been imputed.,
2013,434,Libya,10,Structural Change,42.147,,
2013,440,Lithuania,0,Overall index: Productive capacities index,54.704,,
2013,440,Lithuania,30,Human capital,58.8364,,
2013,440,Lithuania,50,Natural capital,30.8017,,
2013,440,Lithuania,20,Energy,59.1215,,
2013,440,Lithuania,70,Transport,46.8151,,
2013,440,Lithuania,60,Information and Communication Technology (ICT),63.6098,,
2013,440,Lithuania,40,Institutions,74.8929,,
2013,440,Lithuania,80,Private sector,55.6086,,
2013,440,Lithuania,10,Structural Change,60.352,,
2013,442,Luxembourg,0,Overall index: Productive capacities index,61.2719,,
2013,442,Luxembourg,30,Human capital,63.1964,,
2013,442,Luxembourg,50,Natural capital,13.797,,
2013,442,Luxembourg,20,Energy,82.8842,,
2013,442,Luxembourg,70,Transport,73.8223,,
2013,442,Luxembourg,60,Information and Communication Technology (ICT),76.0481,,
2013,442,Luxembourg,40,Institutions,94.7104,,
2013,442,Luxembourg,80,Private sector,78.9343,At least half of the indicators in the category have been imputed.,
2013,442,Luxembourg,10,Structural Change,65.4939,,
2013,450,Madagascar,0,Overall index: Productive capacities index,27.5664,,
2013,450,Madagascar,30,Human capital,24.1747,,
2013,450,Madagascar,50,Natural capital,59.2815,,
2013,450,Madagascar,20,Energy,19.9113,,
2013,450,Madagascar,70,Transport,23.2849,,
2013,450,Madagascar,60,Information and Communication Technology (ICT),11.3545,,
2013,450,Madagascar,40,Institutions,36.8314,,
2013,450,Madagascar,80,Private sector,29.0948,,
2013,450,Madagascar,10,Structural Change,41.2458,,
2013,454,Malawi,0,Overall index: Productive capacities index,20.8273,,
2013,454,Malawi,30,Human capital,28.765,,
2013,454,Malawi,50,Natural capital,70.1026,,
2013,454,Malawi,20,Energy,3.0813,At least half of the indicators in the category have been imputed.,
2013,454,Malawi,70,Transport,10.8493,,
2013,454,Malawi,60,Information and Communication Technology (ICT),12.5731,,
2013,454,Malawi,40,Institutions,46.4952,,
2013,454,Malawi,80,Private sector,31.9641,,
2013,454,Malawi,10,Structural Change,28.1071,,
2013,458,Malaysia,0,Overall index: Productive capacities index,57.0416,,
2013,458,Malaysia,30,Human capital,49.0908,,
2013,458,Malaysia,50,Natural capital,36.6171,,
2013,458,Malaysia,20,Energy,75.2926,,
2013,458,Malaysia,70,Transport,53.6291,,
2013,458,Malaysia,60,Information and Communication Technology (ICT),52.6216,,
2013,458,Malaysia,40,Institutions,63.3685,,
2013,458,Malaysia,80,Private sector,67.4491,,
2013,458,Malaysia,10,Structural Change,68.6569,,
2013,462,Maldives,0,Overall index: Productive capacities index,46.3267,,
2013,462,Maldives,30,Human capital,46.8639,,
2013,462,Maldives,50,Natural capital,20.4879,,
2013,462,Maldives,20,Energy,71.9972,At least half of the indicators in the category have been imputed.,
2013,462,Maldives,70,Transport,64.7353,All indicators in the category have been imputed.,
2013,462,Maldives,60,Information and Communication Technology (ICT),46.2433,,
2013,462,Maldives,40,Institutions,45.4887,,
2013,462,Maldives,80,Private sector,50.0563,At least half of the indicators in the category have been imputed.,
2013,462,Maldives,10,Structural Change,45.0239,,
2013,466,Mali,0,Overall index: Productive capacities index,23.88,,
2013,466,Mali,30,Human capital,14.6866,,
2013,466,Mali,50,Natural capital,58.527,,
2013,466,Mali,20,Energy,13.1326,At least half of the indicators in the category have been imputed.,
2013,466,Mali,70,Transport,12.802,,
2013,466,Mali,60,Information and Communication Technology (ICT),19.2208,,
2013,466,Mali,40,Institutions,37.0077,,
2013,466,Mali,80,Private sector,45.2977,At least half of the indicators in the category have been imputed.,
2013,466,Mali,10,Structural Change,22.7101,,
2013,470,Malta,0,Overall index: Productive capacities index,60.1311,,
2013,470,Malta,30,Human capital,59.3818,,
2013,470,Malta,50,Natural capital,29.759,,
2013,470,Malta,20,Energy,74.1381,,
2013,470,Malta,70,Transport,69.2386,,
2013,470,Malta,60,Information and Communication Technology (ICT),69.5258,,
2013,470,Malta,40,Institutions,82.3218,,
2013,470,Malta,80,Private sector,66.1964,,
2013,470,Malta,10,Structural Change,49.7325,,
2013,584,Marshall Islands,0,Overall index: Productive capacities index,44.3878,,
2013,584,Marshall Islands,30,Human capital,37.5985,,
2013,584,Marshall Islands,50,Natural capital,24.8713,,
2013,584,Marshall Islands,20,Energy,66.5699,At least half of the indicators in the category have been imputed.,
2013,584,Marshall Islands,70,Transport,70.3228,All indicators in the category have been imputed.,
2013,584,Marshall Islands,60,Information and Communication Technology (ICT),25.7658,,
2013,584,Marshall Islands,40,Institutions,53.358,,
2013,584,Marshall Islands,80,Private sector,59.1098,All indicators in the category have been imputed.,
2013,584,Marshall Islands,10,Structural Change,42.3609,,
2013,478,Mauritania,0,Overall index: Productive capacities index,31.8053,,
2013,478,Mauritania,30,Human capital,21.6899,,
2013,478,Mauritania,50,Natural capital,68.0082,,
2013,478,Mauritania,20,Energy,30.4618,At least half of the indicators in the category have been imputed.,
2013,478,Mauritania,70,Transport,20.5892,,
2013,478,Mauritania,60,Information and Communication Technology (ICT),19.7537,,
2013,478,Mauritania,40,Institutions,34.8051,,
2013,478,Mauritania,80,Private sector,34.367,At least half of the indicators in the category have been imputed.,
2013,478,Mauritania,10,Structural Change,47.9017,,
2013,480,Mauritius,0,Overall index: Productive capacities index,52.852,,
2013,480,Mauritius,30,Human capital,45.2221,,
2013,480,Mauritius,50,Natural capital,28.4531,,
2013,480,Mauritius,20,Energy,66.5998,,
2013,480,Mauritius,70,Transport,59.0594,,
2013,480,Mauritius,60,Information and Communication Technology (ICT),52.171,,
2013,480,Mauritius,40,Institutions,74.0615,,
2013,480,Mauritius,80,Private sector,55.3841,,
2013,480,Mauritius,10,Structural Change,56.2138,,
2013,484,Mexico,0,Overall index: Productive capacities index,50.1883,,
2013,484,Mexico,30,Human capital,44.5542,,
2013,484,Mexico,50,Natural capital,39.0832,,
2013,484,Mexico,20,Energy,61.1088,,
2013,484,Mexico,70,Transport,40.9713,,
2013,484,Mexico,60,Information and Communication Technology (ICT),44.9937,,
2013,484,Mexico,40,Institutions,51.8256,,
2013,484,Mexico,80,Private sector,56.9034,,
2013,484,Mexico,10,Structural Change,69.5867,,
2013,498,"Moldova, Republic of",0,Overall index: Productive capacities index,49.1499,,
2013,498,"Moldova, Republic of",30,Human capital,48.8228,,
2013,498,"Moldova, Republic of",50,Natural capital,48.5705,,
2013,498,"Moldova, Republic of",20,Energy,53.791,,
2013,498,"Moldova, Republic of",70,Transport,40.4188,,
2013,498,"Moldova, Republic of",60,Information and Communication Technology (ICT),51.2817,,
2013,498,"Moldova, Republic of",40,Institutions,48.9876,,
2013,498,"Moldova, Republic of",80,Private sector,47.1884,,
2013,498,"Moldova, Republic of",10,Structural Change,55.7202,,
2013,496,Mongolia,0,Overall index: Productive capacities index,47.9791,,
2013,496,Mongolia,30,Human capital,37.8056,,
2013,496,Mongolia,50,Natural capital,70.8061,,
2013,496,Mongolia,20,Energy,56.5032,,
2013,496,Mongolia,70,Transport,38.2114,,
2013,496,Mongolia,60,Information and Communication Technology (ICT),36.6524,,
2013,496,Mongolia,40,Institutions,50.8805,,
2013,496,Mongolia,80,Private sector,42.2748,,
2013,496,Mongolia,10,Structural Change,61.6293,,
2013,499,Montenegro,0,Overall index: Productive capacities index,47.9859,,
2013,499,Montenegro,30,Human capital,50.7827,,
2013,499,Montenegro,50,Natural capital,28.2889,,
2013,499,Montenegro,20,Energy,51.2955,,
2013,499,Montenegro,70,Transport,40.774,,
2013,499,Montenegro,60,Information and Communication Technology (ICT),57.4096,,
2013,499,Montenegro,40,Institutions,57.6297,,
2013,499,Montenegro,80,Private sector,57.4431,,
2013,499,Montenegro,10,Structural Change,49.2315,,
2013,504,Morocco,0,Overall index: Productive capacities index,46.6513,,
2013,504,Morocco,30,Human capital,42.8254,,
2013,504,Morocco,50,Natural capital,49.7846,,
2013,504,Morocco,20,Energy,51.7496,,
2013,504,Morocco,70,Transport,34.9074,,
2013,504,Morocco,60,Information and Communication Technology (ICT),40.0428,,
2013,504,Morocco,40,Institutions,47.6946,,
2013,504,Morocco,80,Private sector,50.2158,,
2013,504,Morocco,10,Structural Change,60.7374,,
2013,508,Mozambique,0,Overall index: Productive capacities index,29.2469,,
2013,508,Mozambique,30,Human capital,20.6459,,
2013,508,Mozambique,50,Natural capital,51.6508,,
2013,508,Mozambique,20,Energy,15.1159,,
2013,508,Mozambique,70,Transport,25.0618,,
2013,508,Mozambique,60,Information and Communication Technology (ICT),15.2393,,
2013,508,Mozambique,40,Institutions,44.0999,,
2013,508,Mozambique,80,Private sector,36.202,,
2013,508,Mozambique,10,Structural Change,54.4682,,
2013,104,Myanmar,0,Overall index: Productive capacities index,25.7863,,
2013,104,Myanmar,30,Human capital,29.0679,,
2013,104,Myanmar,50,Natural capital,40.1756,,
2013,104,Myanmar,20,Energy,26.7985,,
2013,104,Myanmar,70,Transport,22.8264,,
2013,104,Myanmar,60,Information and Communication Technology (ICT),6.7665,,
2013,104,Myanmar,40,Institutions,25.7582,,
2013,104,Myanmar,80,Private sector,33.4365,At least half of the indicators in the category have been imputed.,
2013,104,Myanmar,10,Structural Change,46.9562,,
2013,516,Namibia,0,Overall index: Productive capacities index,45.2761,,
2013,516,Namibia,30,Human capital,34.2237,,
2013,516,Namibia,50,Natural capital,44.7655,,
2013,516,Namibia,20,Energy,38.0199,,
2013,516,Namibia,70,Transport,40.6452,,
2013,516,Namibia,60,Information and Communication Technology (ICT),35.6276,,
2013,516,Namibia,40,Institutions,64.4459,,
2013,516,Namibia,80,Private sector,52.1379,At least half of the indicators in the category have been imputed.,
2013,516,Namibia,10,Structural Change,62.3051,,
2013,524,Nepal,0,Overall index: Productive capacities index,34.3047,,
2013,524,Nepal,30,Human capital,37.6735,,
2013,524,Nepal,50,Natural capital,44.2013,,
2013,524,Nepal,20,Energy,24.5787,,
2013,524,Nepal,70,Transport,26.3609,,
2013,524,Nepal,60,Information and Communication Technology (ICT),24.4906,,
2013,524,Nepal,40,Institutions,37.2444,,
2013,524,Nepal,80,Private sector,40.2696,,
2013,524,Nepal,10,Structural Change,48.3953,,
2013,528,Netherlands (Kingdom of the),0,Overall index: Productive capacities index,69.2875,,
2013,528,Netherlands (Kingdom of the),30,Human capital,77.8545,,
2013,528,Netherlands (Kingdom of the),50,Natural capital,30.8018,,
2013,528,Netherlands (Kingdom of the),20,Energy,79.092,,
2013,528,Netherlands (Kingdom of the),70,Transport,62.0749,,
2013,528,Netherlands (Kingdom of the),60,Information and Communication Technology (ICT),74.9509,,
2013,528,Netherlands (Kingdom of the),40,Institutions,94.2057,,
2013,528,Netherlands (Kingdom of the),80,Private sector,78.9198,,
2013,528,Netherlands (Kingdom of the),10,Structural Change,80.9634,,
2013,530,Netherlands Antilles,0,Overall index: Productive capacities index,,,Not applicable
2013,530,Netherlands Antilles,30,Human capital,,,Not applicable
2013,530,Netherlands Antilles,50,Natural capital,,,Not applicable
2013,530,Netherlands Antilles,20,Energy,,,Not applicable
2013,530,Netherlands Antilles,70,Transport,,,Not applicable
2013,530,Netherlands Antilles,60,Information and Communication Technology (ICT),,,Not applicable
2013,530,Netherlands Antilles,40,Institutions,,,Not applicable
2013,530,Netherlands Antilles,80,Private sector,,,Not applicable
2013,530,Netherlands Antilles,10,Structural Change,,,Not applicable
2013,554,New Zealand,0,Overall index: Productive capacities index,66.3358,,
2013,554,New Zealand,30,Human capital,69.8255,,
2013,554,New Zealand,50,Natural capital,32.9591,,
2013,554,New Zealand,20,Energy,68.1565,,
2013,554,New Zealand,70,Transport,66.8772,,
2013,554,New Zealand,60,Information and Communication Technology (ICT),68.0767,,
2013,554,New Zealand,40,Institutions,96.8171,,
2013,554,New Zealand,80,Private sector,84.784,,
2013,554,New Zealand,10,Structural Change,63.9655,,
2013,558,Nicaragua,0,Overall index: Productive capacities index,41.4305,,
2013,558,Nicaragua,30,Human capital,40.0888,,
2013,558,Nicaragua,50,Natural capital,47.1443,,
