Year,Economy,Economy Label,TEU (Twenty foot Equivalent Unit),TEU (Twenty foot Equivalent Unit) Footnote,TEU (Twenty foot Equivalent Unit) Missing value
2017,008,"Albania",118270,,
2017,012,"Algeria",1726410,,
2017,024,"Angola",735431,,
2017,028,"Antigua and Barbuda",17311,,
2017,032,"Argentina",1809153,,
2017,533,"Aruba",31689,,
2017,036,"Australia",7991508,,
2017,044,"Bahamas",920652,,
2017,048,"Bahrain",400307,,
2017,050,"Bangladesh",2583549,,
2017,052,"Barbados",107098,,
2017,056,"Belgium",10783850,,
2017,084,"Belize",44381,,
2017,076,"Brazil",9380502,,
2017,100,"Bulgaria",228545,,
2017,132,"Cabo Verde",74554,,
2017,116,"Cambodia",459835,,
2017,120,"Cameroon",386367,,
2017,124,"Canada",6377236,,
2017,136,"Cayman Islands",61940,,
2017,152,"Chile",4407502,,
2017,156,"China",218712874,,
2017,344,"China, Hong Kong SAR",20760000,,
2017,158,"China, Taiwan Province of",14911753,,
2017,170,"Colombia",3877937,,
2017,178,"Congo",650000,,
2017,188,"Costa Rica",1489326,,
2017,384,"Cote d'Ivoire",907646,,
2017,191,"Croatia",288235,,
2017,192,"Cuba",332240,,
2017,531,"Curacao",93921,,
2017,196,"Cyprus",345016,,
2017,180,"Dem. Rep. of the Congo",52066,,
2017,208,"Denmark",820139,,
2017,262,"Djibouti",928000,,
2017,214,"Dominican Republic",1770295,,
2017,218,"Ecuador",1990210,,
2017,818,"Egypt",6337413,,
2017,222,"El Salvador",209903,,
2017,226,"Equatorial Guinea",13301,,
2017,233,"Estonia",229905,,
2017,246,"Finland",1630089,,
2017,250,"France",4964947,,
2017,254,"French Guiana",57029,,
2017,258,"French Polynesia",,,"Not publishable"
2017,266,"Gabon",156000,,
2017,268,"Georgia",,,"Not publishable"
2017,276,"Germany",15163474,,
2017,288,"Ghana",1009755,,
2017,300,"Greece",4602808,,
2017,308,"Grenada",21914,,
2017,312,"Guadeloupe",209633,,
2017,316,"Guam",198681,,
2017,320,"Guatemala",1389751,,
2017,324,"Guinea",203373,,
2017,328,"Guyana",57663,,
2017,332,"Haiti",177141,,
2017,340,"Honduras",797293,,
2017,352,"Iceland",350348,,
2017,356,"India",15450523,,
2017,360,"Indonesia",11314273,,
2017,364,"Iran (Islamic Republic of)",3091066,,
2017,372,"Ireland",958488,,
2017,376,"Israel",2868000,,
2017,380,"Italy",10666550,,
2017,388,"Jamaica",1560000,,
2017,392,"Japan",22795394,,
2017,400,"Jordan",796087,,
2017,404,"Kenya",1190000,,
2017,428,"Latvia",449712,,
2017,422,"Lebanon",1305038,,
2017,434,"Libya",105636,,
2017,440,"Lithuania",472000,,
2017,458,"Malaysia",23719787,,
2017,470,"Malta",3245812,,
2017,474,"Martinique",160587,,
2017,480,"Mauritius",379371,,
2017,175,"Mayotte",71564,,
2017,484,"Mexico",6375338,,
2017,499,"Montenegro",43732,,
2017,504,"Morocco",4509580,,
2017,508,"Mozambique",,,"Not publishable"
2017,104,"Myanmar",1043469,,
2017,516,"Namibia",205991,,
2017,528,"Netherlands (Kingdom of the)",13992474,,
2017,530,"Netherlands Antilles",,,"Not applicable"
2017,540,"New Caledonia",113000,,
2017,554,"New Zealand",3198925,,
2017,558,"Nicaragua",190756,,
2017,566,"Nigeria",1408000,,
2017,578,"Norway",764093,,
2017,512,"Oman",4785012,,
2017,586,"Pakistan",3284000,,
2017,591,"Panama",6929242,,
2017,598,"Papua New Guinea",177122,,
2017,604,"Peru",2539720,,
2017,608,"Philippines",8249852,,
2017,616,"Poland",2384782,,
2017,620,"Portugal",3124946,,
2017,630,"Puerto Rico",1319572,,
2017,634,"Qatar",772800,,
2017,410,"Republic of Korea",27420698,,
2017,638,"Reunion",331300,,
2017,642,"Romania",696438,,
2017,643,"Russian Federation",4303955,,
2017,662,"Saint Lucia",29706,,
2017,670,"Saint Vincent and the Grenadines",17502,,
2017,882,"Samoa",34950,,
2017,682,"Saudi Arabia",8082329,,
2017,686,"Senegal",570500,,
2017,702,"Singapore",33666600,,
2017,534,"Sint Maarten (Dutch part)",98101,,
2017,705,"Slovenia",911528,,
2017,710,"South Africa",4563618,,
2017,724,"Spain",15929902,,
2017,144,"Sri Lanka",6200000,,
2017,729,"Sudan",487336,,
2017,736,"Sudan (...2011)",,,"Not applicable"
2017,740,"Suriname",112318,,
2017,752,"Sweden",1557281,,
2017,760,"Syrian Arab Republic",291958,,
2017,764,"Thailand",9938881,,
2017,768,"Togo",1193841,,
2017,780,"Trinidad and Tobago",414657,,
2017,788,"Tunisia",480619,,
2017,792,"Turkiye",10001342,,
2017,804,"Ukraine",723575,,
2017,784,"United Arab Emirates",19089706,,
2017,826,"United Kingdom",10239674,,
2017,834,"United Republic of Tanzania",617266,,
2017,840,"United States",50202917,,
2017,858,"Uruguay",939427,,
2017,862,"Venezuela (Bolivarian Rep. of)",354540,,
2017,704,"Viet Nam",12382524,,
2017,887,"Yemen",334693,,
2017,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",5795060,,
2017,926,"United Kingdom including Channel Islands and Isle of Man",10239674,,
2017,842,"United States of America including Puerto Rico and United States Virgin Islands",51522489,,
2017,5600,"Asia and Oceania",497111895,,
2017,5702,"Northern America and Europe",166225705,,
2017,5706,"Europe, Northern America, Australia and New Zealand",177416138,,
2017,5703,"Central and Southern Asia",30609138,,
2017,5704,"Eastern and South-Eastern Asia",405375940,,
2017,5705,"Western Asia and Northern Africa",62990537,,
2017,1400,"Developing economies",512471042,,
2017,1410,"Developing economies: Africa",29682738,,
2017,1420,"Developing economies: Americas",50295950,,
2017,1460,"Developing economies: Asia and Oceania",432492354,,
2017,1430,"Developing economies: Asia",431899513,,
2017,1450,"Developing economies: Oceania",592841,,
2017,1500,"Developed economies",230845246,,
2017,1520,"Developed economies: Americas",56580153,,
2017,1560,"Developed economies: Asia and Oceania",64619541,,
2017,1530,"Developed economies: Asia",53429108,,
2017,1550,"Developed economies: Oceania",11190433,,
2017,1540,"Developed economies: Europe",109645552,,
2017,1600,"Developing economies excluding China",293758168,,
2017,1601,"Developing economies excluding LDCs",502696742,,
2017,1610,"LDCs (Least developed countries)",9774300,,
2017,1614,"LDCs: Africa",5175613,,
2017,1612,"LDCs: Asia",4421546,,
2017,1615,"LDCs: Islands and Haiti",177141,,
2017,1640,"SIDS (Small island developing States) (UN-OHRLLS)",42271687,,
2017,1641,"SIDS: Atlantic and Indian Ocean",453925,,
2017,1642,"SIDS: Caribbean",7558321,,
2017,1643,"SIDS: Pacific",34259441,,
2017,2623,"Low-income developing economies",7895802,,
2017,2622,"Middle-income developing economies",88327619,,
2017,2621,"High-income developing economies",413899255,,
2017,2711,"BRICS",252411472,,
2017,3412,"European Union (2020 …)",94277034,,
2017,3916,"G20 (Group of Twenty)",445816305,,
2017,3919,"G-77 (Group of 77)",457335249,,
2017,3905,"OECD (Organisation for Economic Cooperation and Development)",247833226,,
2018,0000,"World",781117929,,
2018,5100,"Africa",31522832,,
2018,5110,"Northern Africa",14420218,,
2018,5120,"Sub-Saharan Africa",17102614,,
2018,5121,"Eastern Africa",4138816,,
2018,5122,"Middle Africa",1956202,,
2018,5123,"Southern Africa",5075078,,
2018,5124,"Western Africa",5932518,,
2018,5200,"Americas",113852228,,
2018,5210,"Northern America",59809223,,
2018,5220,"Latin America and the Caribbean",54043005,,
2018,5221,"Caribbean",8305028,,
2018,5222,"Central America",18144876,,
2018,5223,"South America",27593101,,
2018,5300,"Asia",508144490,,
2018,5330,"Eastern Asia",316389792,,
2018,5350,"South-eastern Asia",108438972,,
2018,5320,"Southern Asia",32561462,,
2018,5340,"Western Asia",50754264,,
2018,5400,"Europe",114965132,,
2018,5410,"Eastern Europe",9315906,,
2018,5420,"Northern Europe",17962702,,
2018,5430,"Southern Europe",41206025,,
2018,5440,"Western Europe",46480499,,
2018,5500,"Oceania",12633247,,
2018,008,"Albania",134526,,
2018,012,"Algeria",1844422,,
2018,024,"Angola",618238,,
2018,028,"Antigua and Barbuda",28826,,
2018,032,"Argentina",2184625,,
2018,533,"Aruba",58500,,
2018,036,"Australia",8667914,,
2018,044,"Bahamas",1182836,,
2018,048,"Bahrain",432207,,
2018,050,"Bangladesh",2946955,,
2018,052,"Barbados",100952,,
2018,056,"Belgium",11503695,,
2018,084,"Belize",47729,,
2018,076,"Brazil",10061925,,
2018,100,"Bulgaria",241716,,
2018,132,"Cabo Verde",84041,,
2018,116,"Cambodia",537107,,
2018,120,"Cameroon",387000,,
2018,124,"Canada",6763247,,
2018,136,"Cayman Islands",,,"Not publishable"
2018,152,"Chile",4661486,,
2018,156,"China",229127700,,
2018,344,"China, Hong Kong SAR",19641000,,
2018,158,"China, Taiwan Province of",15321716,,
2018,170,"Colombia",4181330,,
2018,178,"Congo",739000,,
2018,188,"Costa Rica",1492791,,
2018,384,"Cote d'Ivoire",924596,,
2018,191,"Croatia",302126,,
2018,192,"Cuba",349722,,
2018,531,"Curacao",96738,,
2018,196,"Cyprus",416502,,
2018,180,"Dem. Rep. of the Congo",55599,,
2018,208,"Denmark",833857,,
2018,262,"Djibouti",859000,,
2018,214,"Dominican Republic",1906487,,
2018,218,"Ecuador",2212486,,
2018,818,"Egypt",6701763,,
2018,222,"El Salvador",230989,,
2018,226,"Equatorial Guinea",14716,,
2018,233,"Estonia",239576,,
2018,246,"Finland",1594271,,
2018,250,"France",5051326,,
2018,254,"French Guiana",64817,,
2018,258,"French Polynesia",83288,,
2018,266,"Gabon",141649,,
2018,268,"Georgia",348240,,
2018,276,"Germany",15123221,,
2018,288,"Ghana",1056785,,
2018,300,"Greece",5395401,,
2018,308,"Grenada",23887,,
2018,312,"Guadeloupe",223789,,
2018,316,"Guam",181846,,
2018,320,"Guatemala",1530596,,
2018,324,"Guinea",237366,,
2018,328,"Guyana",58210,,
2018,332,"Haiti",163500,,
2018,340,"Honduras",813164,,
2018,352,"Iceland",353300,,
2018,356,"India",16996593,,
2018,360,"Indonesia",12616970,,
2018,364,"Iran (Islamic Republic of)",2368914,,
2018,372,"Ireland",1000560,,
2018,376,"Israel",2946000,,
2018,380,"Italy",10620925,,
2018,388,"Jamaica",1833053,,
2018,392,"Japan",23424446,,
2018,400,"Jordan",815354,,
2018,404,"Kenya",1306283,,
2018,428,"Latvia",474393,,
2018,422,"Lebanon",1332990,,
2018,434,"Libya",,,"Not publishable"
2018,440,"Lithuania",749066,,
2018,458,"Malaysia",24955994,,
2018,470,"Malta",3414328,,
2018,474,"Martinique",258783,,
2018,480,"Mauritius",451446,,
2018,175,"Mayotte",108392,,
2018,484,"Mexico",6983149,,
2018,499,"Montenegro",15998,,
2018,504,"Morocco",4715747,,
2018,508,"Mozambique",372218,"Estimated",
2018,104,"Myanmar",1104101,,
2018,516,"Namibia",182655,"Revised more than 20% in relation to the previous update.",
2018,528,"Netherlands (Kingdom of the)",14802257,,
2018,530,"Netherlands Antilles",,,"Not applicable"
2018,540,"New Caledonia",110750,,
2018,554,"New Zealand",3382305,,
2018,558,"Nicaragua",174403,,
2018,566,"Nigeria",1560000,,
2018,578,"Norway",802364,,
2018,512,"Oman",4210679,,
2018,586,"Pakistan",3249000,,
2018,591,"Panama",6872055,,
2018,598,"Papua New Guinea",170053,,
2018,604,"Peru",2667974,,
2018,608,"Philippines",8859565,,
2018,616,"Poland",2834296,,
2018,620,"Portugal",3168513,,
2018,630,"Puerto Rico",1447616,,
2018,634,"Qatar",1340000,,
2018,410,"Republic of Korea",28874930,,
2018,638,"Reunion",336246,,
2018,642,"Romania",668016,,
2018,643,"Russian Federation",4726726,,
2018,662,"Saint Lucia",33657,,
2018,670,"Saint Vincent and the Grenadines",18107,,
2018,882,"Samoa",37091,,
2018,682,"Saudi Arabia",8683456,,
2018,686,"Senegal",674000,,
2018,702,"Singapore",36599200,,
2018,534,"Sint Maarten (Dutch part)",101100,,
2018,705,"Slovenia",988499,,
2018,710,"South Africa",4892423,,
2018,724,"Spain",17165709,,
2018,144,"Sri Lanka",7000000,,
2018,729,"Sudan",451712,,
2018,736,"Sudan (...2011)",,,"Not applicable"
2018,740,"Suriname",110000,,
2018,752,"Sweden",1600175,,
2018,760,"Syrian Arab Republic",332532,,
2018,764,"Thailand",10371645,,
2018,768,"Togo",1395730,,
2018,780,"Trinidad and Tobago",438703,,
2018,788,"Tunisia",493366,,
2018,792,"Turkiye",10801305,,
2018,804,"Ukraine",845152,,
2018,784,"United Arab Emirates",18696000,,
2018,826,"United Kingdom",10315140,,
2018,834,"United Republic of Tanzania",705231,,
2018,840,"United States",53045976,,
2018,858,"Uruguay",797874,,
2018,862,"Venezuela (Bolivarian Rep. of)",592374,,
2018,704,"Viet Nam",13394390,,
2018,887,"Yemen",398999,,
2018,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",6043353,,
2018,926,"United Kingdom including Channel Islands and Isle of Man",10315140,,
2018,842,"United States of America including Puerto Rico and United States Virgin Islands",54493592,,
2018,5600,"Asia and Oceania",520777737,,
2018,5702,"Northern America and Europe",174774355,,
2018,5706,"Europe, Northern America, Australia and New Zealand",186824574,,
2018,5703,"Central and Southern Asia",32561462,,
2018,5704,"Eastern and South-Eastern Asia",424828764,,
2018,5705,"Western Asia and Northern Africa",65174482,,
2018,1400,"Developing economies",538631477,,
2018,1410,"Developing economies: Africa",31522832,,
2018,1420,"Developing economies: Americas",54043005,,
2018,1460,"Developing economies: Asia and Oceania",453065640,,
2018,1430,"Developing economies: Asia",452482612,,
2018,1450,"Developing economies: Oceania",583028,,
2018,1500,"Developed economies",242486452,,
2018,1520,"Developed economies: Americas",59809223,,
2018,1560,"Developed economies: Asia and Oceania",67712097,,
2018,1530,"Developed economies: Asia",55661878,,
2018,1550,"Developed economies: Oceania",12050219,,
2018,1540,"Developed economies: Europe",114965132,,
2018,1600,"Developing economies excluding China",309503777,,
2018,1601,"Developing economies excluding LDCs",528111721,,
2018,1610,"LDCs (Least developed countries)",10519756,,
2018,1614,"LDCs: Africa",5369094,,
2018,1612,"LDCs: Asia",4987162,,
2018,1615,"LDCs: Islands and Haiti",163500,,
2018,1640,"SIDS (Small island developing States) (UN-OHRLLS)",46238682,,
2018,1641,"SIDS: Atlantic and Indian Ocean",535487,,
2018,1642,"SIDS: Caribbean",8520967,,
2018,1643,"SIDS: Pacific",37182228,,
2018,2623,"Low-income developing economies",8302488,,
2018,2622,"Middle-income developing economies",96147445,,
2018,2621,"High-income developing economies",431560055,,
2018,2711,"BRICS",265805367,,
2018,3412,"European Union (2020 …)",99180455,,
2018,3916,"G20 (Group of Twenty)",468961997,,
2018,3919,"G-77 (Group of 77)",482425430,,
2018,3905,"OECD (Organisation for Economic Cooperation and Development)",260833450,,
2019,0000,"World",801214263,,
2019,5100,"Africa",33937285,,
2019,5110,"Northern Africa",16428182,,
2019,5120,"Sub-Saharan Africa",17509103,,
2019,5121,"Eastern Africa",4390719,,
2019,5122,"Middle Africa",2202200,,
2019,5123,"Southern Africa",4678498,,
2019,5124,"Western Africa",6237686,,
2019,5200,"Americas",115687513,,
2019,5210,"Northern America",61259532,,
2019,5220,"Latin America and the Caribbean",54427981,,
2019,5221,"Caribbean",8353604,,
2019,5222,"Central America",18550591,,
2019,5223,"South America",27523786,,
2019,5300,"Asia",521374231,,
2019,5330,"Eastern Asia",323464726,,
2019,5350,"South-eastern Asia",112643214,,
2019,5320,"Southern Asia",32517035,,
2019,5340,"Western Asia",52749256,,
2019,5400,"Europe",117411892,,
2019,5410,"Eastern Europe",9948859,,
2019,5420,"Northern Europe",18265021,,
2019,5430,"Southern Europe",41594782,,
2019,5440,"Western Europe",47603230,,
2019,5500,"Oceania",12803341,,
2019,008,"Albania",145762,,
2019,012,"Algeria",1793990,,
2019,024,"Angola",700123,,
2019,028,"Antigua and Barbuda",27657,,
2019,032,"Argentina",1833964,,
2019,533,"Aruba",63870,,
2019,036,"Australia",8778913,,
2019,044,"Bahamas",1528297,,
2019,048,"Bahrain",418933,,
2019,050,"Bangladesh",3145919,,
2019,052,"Barbados",98435,,
2019,056,"Belgium",12389876,,
2019,084,"Belize",44510,,
2019,076,"Brazil",10704669,,
2019,100,"Bulgaria",261934,,
2019,132,"Cabo Verde",91683,,
2019,116,"Cambodia",639211,,
2019,120,"Cameroon",370685,,
2019,124,"Canada",7000133,,
2019,136,"Cayman Islands",,,"Not publishable"
2019,152,"Chile",4641633,,
2019,156,"China",237570000,,
2019,344,"China, Hong Kong SAR",18360000,,
2019,158,"China, Taiwan Province of",15298285,,
2019,170,"Colombia",4316862,,
2019,178,"Congo",921000,,
2019,188,"Costa Rica",1300785,,
2019,384,"Cote d'Ivoire",994646,,
2019,191,"Croatia",348435,,
2019,192,"Cuba",322431,,
2019,531,"Curacao",,,"Not publishable"
2019,196,"Cyprus",389962,,
2019,180,"Dem. Rep. of the Congo",42211,,
2019,208,"Denmark",880039,,
2019,262,"Djibouti",917000,,
2019,214,"Dominican Republic",1894225,,
2019,218,"Ecuador",2194042,,
2019,818,"Egypt",7403472,,
2019,222,"El Salvador",249472,,
2019,226,"Equatorial Guinea",13851,,
2019,233,"Estonia",241361,,
2019,246,"Finland",1628170,,
2019,250,"France",4992918,,
2019,254,"French Guiana",58543,,
2019,258,"French Polynesia",87575,,
2019,266,"Gabon",154330,"Revised more than 20% in relation to the previous update.",
2019,268,"Georgia",601491,,
2019,276,"Germany",15022386,,
2019,288,"Ghana",1079247,,
2019,300,"Greece",6151556,,
2019,308,"Grenada",12343,,
2019,312,"Guadeloupe",206959,,
2019,316,"Guam",,,"Not publishable"
2019,320,"Guatemala",1529010,,
2019,324,"Guinea",248659,,
2019,328,"Guyana",58543,,
2019,332,"Haiti",185000,,
2019,340,"Honduras",790707,,
2019,352,"Iceland",330292,,
2019,356,"India",17487621,,
2019,360,"Indonesia",12704578,,
2019,364,"Iran (Islamic Republic of)",,,"Not publishable"
2019,372,"Ireland",1063489,,
2019,376,"Israel",2917000,,
2019,380,"Italy",10789337,,
2019,388,"Jamaica",1647609,,
2019,392,"Japan",23276482,,
2019,400,"Jordan",798160,,
2019,404,"Kenya",1417000,,
2019,428,"Latvia",449850,,
2019,422,"Lebanon",1293888,,
2019,434,"Libya",265098,,
2019,440,"Lithuania",703000,,
2019,458,"Malaysia",26215322,,
2019,470,"Malta",2813023,,
2019,474,"Martinique",178277,,
2019,480,"Mauritius",469011,,
2019,175,"Mayotte",74491,,
2019,484,"Mexico",7113878,,
2019,499,"Montenegro",15744,,
2019,504,"Morocco",6068803,,
2019,508,"Mozambique",411938,"Estimated",
2019,104,"Myanmar",1128353,,
2019,516,"Namibia",149464,,
2019,528,"Netherlands (Kingdom of the)",15198050,,
2019,530,"Netherlands Antilles",,,"Not applicable"
2019,540,"New Caledonia",111875,,
2019,554,"New Zealand",3430977,,
2019,558,"Nicaragua",175370,,
2019,566,"Nigeria",1627142,,
2019,578,"Norway",837457,,
2019,512,"Oman",4900767,,
2019,586,"Pakistan",3150000,,
2019,591,"Panama",7346859,,
2019,598,"Papua New Guinea",,,"Not publishable"
2019,604,"Peru",2677239,,
2019,608,"Philippines",9333428,,
2019,616,"Poland",3046483,,
2019,620,"Portugal",2907005,,
2019,630,"Puerto Rico",1451950,,
2019,634,"Qatar",1340000,,
2019,410,"Republic of Korea",28959959,,
2019,638,"Reunion",374848,,
2019,642,"Romania",666036,,
2019,643,"Russian Federation",4967133,,
2019,662,"Saint Lucia",39238,,
2019,670,"Saint Vincent and the Grenadines",18222,,
2019,882,"Samoa",42102,,
2019,682,"Saudi Arabia",8905621,,
2019,686,"Senegal",695698,,
2019,702,"Singapore",37195000,,
2019,534,"Sint Maarten (Dutch part)",105200,,
2019,705,"Slovenia",959000,,
2019,710,"South Africa",4529034,,
2019,724,"Spain",17464920,,
2019,144,"Sri Lanka",7230000,,
2019,729,"Sudan",422597,,
2019,736,"Sudan (...2011)",,,"Not applicable"
2019,740,"Suriname",109200,,
2019,752,"Sweden",1623363,,
2019,760,"Syrian Arab Republic",325097,,
2019,764,"Thailand",10130294,,
2019,768,"Togo",1500611,,
2019,780,"Trinidad and Tobago",446232,,
2019,788,"Tunisia",474222,,
2019,792,"Turkiye",11591414,,
2019,804,"Ukraine",1007273,,
2019,784,"United Arab Emirates",18802000,,
2019,826,"United Kingdom",10508000,,
2019,834,"United Republic of Tanzania",726431,,
2019,840,"United States",54259399,,
2019,858,"Uruguay",749562,,
2019,862,"Venezuela (Bolivarian Rep. of)",179529,,
2019,704,"Viet Nam",15297028,,
2019,887,"Yemen",464923,,
2019,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",5886036,,
2019,926,"United Kingdom including Channel Islands and Isle of Man",10508000,,
2019,842,"United States of America including Puerto Rico and United States Virgin Islands",55711349,,
2019,5600,"Asia and Oceania",534177572,,
2019,5702,"Northern America and Europe",178671424,,
2019,5706,"Europe, Northern America, Australia and New Zealand",190881314,,
2019,5703,"Central and Southern Asia",32517035,,
2019,5704,"Eastern and South-Eastern Asia",436107940,,
2019,5705,"Western Asia and Northern Africa",69177438,,
2019,1400,"Developing economies",554789545,,
2019,1410,"Developing economies: Africa",33937285,,
2019,1420,"Developing economies: Americas",54427981,,
2019,1460,"Developing economies: Asia and Oceania",466424279,,
2019,1430,"Developing economies: Asia",465830828,,
2019,1450,"Developing economies: Oceania",593451,,
2019,1500,"Developed economies",246424717,,
2019,1520,"Developed economies: Americas",61259532,,
2019,1560,"Developed economies: Asia and Oceania",67753293,,
2019,1530,"Developed economies: Asia",55543403,,
2019,1550,"Developed economies: Oceania",12209890,,
2019,1540,"Developed economies: Europe",117411892,,
2019,1600,"Developing economies excluding China",317219545,,
2019,1601,"Developing economies excluding LDCs",543560871,,
2019,1610,"LDCs (Least developed countries)",11228674,,
2019,1614,"LDCs: Africa",5665268,,
2019,1612,"LDCs: Asia",5378406,,
2019,1615,"LDCs: Islands and Haiti",185000,,
2019,1640,"SIDS (Small island developing States) (UN-OHRLLS)",46915002,,
2019,1641,"SIDS: Atlantic and Indian Ocean",560694,,
2019,1642,"SIDS: Caribbean",8565857,,
2019,1643,"SIDS: Pacific",37788451,,
2019,2623,"Low-income developing economies",8420820,,
2019,2622,"Middle-income developing economies",101484007,,
2019,2621,"High-income developing economies",442357804,,
2019,2711,"BRICS",275258457,,
2019,3412,"European Union (2020 …)",100883311,,
2019,3916,"G20 (Group of Twenty)",480995439,,
2019,3919,"G-77 (Group of 77)",498801384,,
2019,3905,"OECD (Organisation for Economic Cooperation and Development)",265667105,,
2020,0000,"World",792461090,,
2020,5100,"Africa",34506001,,
2020,5110,"Northern Africa",17339922,,
2020,5120,"Sub-Saharan Africa",17166079,,
2020,5121,"Eastern Africa",4225655,,
2020,5122,"Middle Africa",2115213,,
2020,5123,"Southern Africa",4224260,,
2020,5124,"Western Africa",6600951,,
2020,5200,"Americas",112811564,,
2020,5210,"Northern America",59333193,,
2020,5220,"Latin America and the Caribbean",53478371,,
2020,5221,"Caribbean",8032719,,
2020,5222,"Central America",18455241,,
2020,5223,"South America",26990411,,
2020,5300,"Asia",519153413,,
2020,5330,"Eastern Asia",323429704,,
2020,5350,"South-eastern Asia",111031634,,
2020,5320,"Southern Asia",31759200,,
2020,5340,"Western Asia",52932875,,
2020,5400,"Europe",113551431,,
2020,5410,"Eastern Europe",9783543,,
2020,5420,"Northern Europe",17299329,,
2020,5430,"Southern Europe",40632261,,
2020,5440,"Western Europe",45836298,,
2020,5500,"Oceania",12438681,,
2020,008,"Albania",138477,,
2020,012,"Algeria",1551565,,
2020,024,"Angola",590128,,
2020,028,"Antigua and Barbuda",,,"Not publishable"
2020,032,"Argentina",1705390,,
2020,533,"Aruba",53171,,
2020,036,"Australia",8471033,,
2020,044,"Bahamas",1429694,,
2020,048,"Bahrain",464010,,
2020,050,"Bangladesh",2897709,,
2020,052,"Barbados",89460,,
2020,056,"Belgium",12697162,,
2020,084,"Belize",,,"Not publishable"
2020,076,"Brazil",10450632,,
2020,100,"Bulgaria",254571,,
2020,132,"Cabo Verde",76139,,
2020,116,"Cambodia",641842,,
2020,120,"Cameroon",366667,,
2020,124,"Canada",6298023,,
2020,136,"Cayman Islands",,,"Not publishable"
2020,152,"Chile",4217172,,
2020,156,"China",240480000,,
2020,344,"China, Hong Kong SAR",17953000,,
2020,158,"China, Taiwan Province of",14593553,,
2020,170,"Colombia",4272689,,
2020,178,"Congo",930000,,
2020,188,"Costa Rica",1509599,,
2020,384,"Cote d'Ivoire",979517,,
2020,191,"Croatia",376981,,
2020,192,"Cuba",255362,,
2020,531,"Curacao",89305,,
2020,196,"Cyprus",390504,,
2020,180,"Dem. Rep. of the Congo",,,"Not publishable"
2020,208,"Denmark",933622,,
2020,262,"Djibouti",860000,,
2020,214,"Dominican Republic",1781939,,
2020,218,"Ecuador",2517104,,
2020,818,"Egypt",7564385,,
2020,222,"El Salvador",228334,,
2020,226,"Equatorial Guinea",6207,,
2020,233,"Estonia",213928,,
2020,246,"Finland",1496192,,
2020,250,"France",4435697,,
2020,254,"French Guiana",58376,,
2020,258,"French Polynesia",79480,,
2020,266,"Gabon",180000,,
2020,268,"Georgia",490670,,
2020,276,"Germany",13946212,,
2020,288,"Ghana",1324504,,
2020,300,"Greece",6188061,,
2020,308,"Grenada",,,"Not publishable"
2020,312,"Guadeloupe",220233,,
2020,316,"Guam",84954,,
2020,320,"Guatemala",1577456,,
2020,324,"Guinea",250000,,
2020,328,"Guyana",64241,,
2020,332,"Haiti",189500,,
2020,340,"Honduras",700066,,
2020,352,"Iceland",320000,,
2020,356,"India",17597062,,
2020,360,"Indonesia",11771309,,
2020,364,"Iran (Islamic Republic of)",,,"Not publishable"
2020,372,"Ireland",1058888,,
2020,376,"Israel",2994000,,
2020,380,"Italy",10696962,,
2020,388,"Jamaica",1631011,,
2020,392,"Japan",21568959,,
2020,400,"Jordan",857283,,
2020,404,"Kenya",1359579,,
2020,428,"Latvia",457342,,
2020,422,"Lebanon",832954,,
2020,434,"Libya",343599,,
2020,440,"Lithuania",639006,,
2020,458,"Malaysia",26669483,,
2020,470,"Malta",2539087,,
2020,474,"Martinique",164495,,
2020,480,"Mauritius",438078,,
2020,175,"Mayotte",73658,,
2020,484,"Mexico",6487264,,
2020,499,"Montenegro",,,"Not publishable"
2020,504,"Morocco",7000928,,
2020,508,"Mozambique",417459,"Estimated",
2020,104,"Myanmar",1095247,,
2020,516,"Namibia",148642,,
2020,528,"Netherlands (Kingdom of the)",14757227,,
2020,530,"Netherlands Antilles",,,"Not applicable"
2020,540,"New Caledonia",,,"Not publishable"
2020,554,"New Zealand",3445621,,
2020,558,"Nicaragua",172798,,
2020,566,"Nigeria",1548622,,
2020,578,"Norway",835398,,
2020,512,"Oman",5146009,,
2020,586,"Pakistan",3161000,,
2020,591,"Panama",7735214,,
2020,598,"Papua New Guinea",204518,,
2020,604,"Peru",2651281,,
2020,608,"Philippines",8019642,,
2020,616,"Poland",2915937,,
2020,620,"Portugal",2986021,,
2020,630,"Puerto Rico",1490218,,
2020,634,"Qatar",1412689,,
2020,410,"Republic of Korea",28834192,,
2020,638,"Reunion",367000,,
2020,642,"Romania",643025,,
2020,643,"Russian Federation",4921319,,
2020,662,"Saint Lucia",35721,,
2020,670,"Saint Vincent and the Grenadines",18222,,
2020,882,"Samoa",41200,,
2020,682,"Saudi Arabia",9330437,,
2020,686,"Senegal",696899,,
2020,702,"Singapore",36870900,,
2020,534,"Sint Maarten (Dutch part)",,,"Not publishable"
2020,705,"Slovenia",945007,,
2020,710,"South Africa",4075618,,
2020,724,"Spain",16745921,,
2020,144,"Sri Lanka",6850000,,
2020,729,"Sudan",396267,,
2020,736,"Sudan (...2011)",,,"Not applicable"
2020,740,"Suriname",,,"Not publishable"
